"age","edu"
18,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
54,"SECONDARY"
58,"PRIMARY/NO EDUCATION"
53,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
57,"SECONDARY"
43,"SECONDARY"
81,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
51,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
82,"PRIMARY/NO EDUCATION"
49,"POST-SECONDARY OR HIGHER"
43,"SECONDARY"
59,"POST-SECONDARY OR HIGHER"
70,"POST-SECONDARY OR HIGHER"
87,"SECONDARY"
22,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
67,"PRIMARY/NO EDUCATION"
26,"SECONDARY"
47,"SECONDARY"
42,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
42,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
72,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
71,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
32,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
25,"POST-SECONDARY OR HIGHER"
43,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
45,"VOCATIONAL/GRAMMAR"
51,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
22,"PRIMARY/NO EDUCATION"
70,"PRIMARY/NO EDUCATION"
48,"SECONDARY"
54,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
71,"PRIMARY/NO EDUCATION"
62,"PRIMARY/NO EDUCATION"
73,"PRIMARY/NO EDUCATION"
49,"SECONDARY"
51,"SECONDARY"
41,"VOCATIONAL/GRAMMAR"
59,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
54,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
83,"PRIMARY/NO EDUCATION"
86,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
37,"SECONDARY"
40,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
56,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
69,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
56,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
53,"VOCATIONAL/GRAMMAR"
57,"PRIMARY/NO EDUCATION"
73,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
40,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
25,"SECONDARY"
37,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
78,"POST-SECONDARY OR HIGHER"
41,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
23,"POST-SECONDARY OR HIGHER"
45,"SECONDARY"
41,"SECONDARY"
26,"SECONDARY"
32,"POST-SECONDARY OR HIGHER"
48,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
43,"SECONDARY"
37,"SECONDARY"
80,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
48,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
41,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
55,"SECONDARY"
24,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
25,"POST-SECONDARY OR HIGHER"
44,"SECONDARY"
60,"SECONDARY"
23,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
34,"POST-SECONDARY OR HIGHER"
77,"PRIMARY/NO EDUCATION"
21,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
56,"SECONDARY"
75,"SECONDARY"
43,"POST-SECONDARY OR HIGHER"
86,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
70,"PRIMARY/NO EDUCATION"
47,"VOCATIONAL/GRAMMAR"
35,"PRIMARY/NO EDUCATION"
51,"PRIMARY/NO EDUCATION"
21,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
57,"PRIMARY/NO EDUCATION"
32,"SECONDARY"
43,"SECONDARY"
21,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
68,"SECONDARY"
70,"SECONDARY"
63,"PRIMARY/NO EDUCATION"
57,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
36,"POST-SECONDARY OR HIGHER"
59,"PRIMARY/NO EDUCATION"
60,"POST-SECONDARY OR HIGHER"
34,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
23,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
22,"SECONDARY"
52,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
49,"SECONDARY"
26,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
45,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
25,"SECONDARY"
21,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
51,"SECONDARY"
75,"POST-SECONDARY OR HIGHER"
28,"POST-SECONDARY OR HIGHER"
37,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
52,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
73,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
78,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
35,"PRIMARY/NO EDUCATION"
48,"POST-SECONDARY OR HIGHER"
32,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
63,"SECONDARY"
23,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
57,"POST-SECONDARY OR HIGHER"
57,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
86,"PRIMARY/NO EDUCATION"
54,"POST-SECONDARY OR HIGHER"
88,"POST-SECONDARY OR HIGHER"
38,"SECONDARY"
55,"POST-SECONDARY OR HIGHER"
51,"PRIMARY/NO EDUCATION"
58,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
28,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
44,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
39,"SECONDARY"
39,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
70,"VOCATIONAL/GRAMMAR"
58,"PRIMARY/NO EDUCATION"
42,"SECONDARY"
51,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
45,"SECONDARY"
42,"SECONDARY"
38,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
28,"VOCATIONAL/GRAMMAR"
81,"POST-SECONDARY OR HIGHER"
68,"PRIMARY/NO EDUCATION"
49,"SECONDARY"
43,"POST-SECONDARY OR HIGHER"
25,"POST-SECONDARY OR HIGHER"
31,"SECONDARY"
42,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
59,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
71,"PRIMARY/NO EDUCATION"
54,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
51,"PRIMARY/NO EDUCATION"
37,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
36,"PRIMARY/NO EDUCATION"
61,"SECONDARY"
24,"PRIMARY/NO EDUCATION"
66,"POST-SECONDARY OR HIGHER"
58,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
31,"SECONDARY"
39,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
51,"POST-SECONDARY OR HIGHER"
51,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
64,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
31,"PRIMARY/NO EDUCATION"
80,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
28,"SECONDARY"
48,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
53,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
43,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
34,"PRIMARY/NO EDUCATION"
41,"PRIMARY/NO EDUCATION"
88,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
41,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
40,"VOCATIONAL/GRAMMAR"
35,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
34,"VOCATIONAL/GRAMMAR"
22,"VOCATIONAL/GRAMMAR"
42,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
31,"SECONDARY"
30,"SECONDARY"
30,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
49,"POST-SECONDARY OR HIGHER"
68,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
47,"SECONDARY"
56,"PRIMARY/NO EDUCATION"
83,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
68,"SECONDARY"
51,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
55,"PRIMARY/NO EDUCATION"
58,"POST-SECONDARY OR HIGHER"
31,"SECONDARY"
63,"SECONDARY"
42,"PRIMARY/NO EDUCATION"
57,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
64,"SECONDARY"
30,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
76,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
44,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
35,"VOCATIONAL/GRAMMAR"
60,"POST-SECONDARY OR HIGHER"
41,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
24,"SECONDARY"
57,"SECONDARY"
65,"POST-SECONDARY OR HIGHER"
66,"PRIMARY/NO EDUCATION"
33,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
63,"SECONDARY"
80,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
84,"VOCATIONAL/GRAMMAR"
51,"PRIMARY/NO EDUCATION"
80,"SECONDARY"
56,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
21,"SECONDARY"
25,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
64,"SECONDARY"
21,"SECONDARY"
21,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
43,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
32,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
32,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
33,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
31,"SECONDARY"
61,"SECONDARY"
78,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
63,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
50,"PRIMARY/NO EDUCATION"
33,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
72,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
69,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
31,"SECONDARY"
59,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
26,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
77,"SECONDARY"
34,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
28,"SECONDARY"
23,"SECONDARY"
68,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
49,"PRIMARY/NO EDUCATION"
31,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
62,"SECONDARY"
52,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
54,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
63,"SECONDARY"
23,"VOCATIONAL/GRAMMAR"
26,"SECONDARY"
64,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
49,"SECONDARY"
85,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
55,"SECONDARY"
79,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
62,"VOCATIONAL/GRAMMAR"
57,"PRIMARY/NO EDUCATION"
33,"VOCATIONAL/GRAMMAR"
45,"SECONDARY"
30,"SECONDARY"
58,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
48,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
73,"POST-SECONDARY OR HIGHER"
16,"PRIMARY/NO EDUCATION"
85,"PRIMARY/NO EDUCATION"
53,"VOCATIONAL/GRAMMAR"
39,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
78,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
54,"POST-SECONDARY OR HIGHER"
50,"POST-SECONDARY OR HIGHER"
68,"POST-SECONDARY OR HIGHER"
37,"POST-SECONDARY OR HIGHER"
58,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
26,"POST-SECONDARY OR HIGHER"
57,"PRIMARY/NO EDUCATION"
66,"SECONDARY"
32,"SECONDARY"
22,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
73,"PRIMARY/NO EDUCATION"
65,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
80,"SECONDARY"
36,"SECONDARY"
44,"VOCATIONAL/GRAMMAR"
71,"PRIMARY/NO EDUCATION"
37,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
66,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
56,"SECONDARY"
22,"SECONDARY"
80,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
20,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
57,"PRIMARY/NO EDUCATION"
53,"SECONDARY"
66,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
83,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
51,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
22,"POST-SECONDARY OR HIGHER"
75,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
55,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
42,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
55,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
45,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
50,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
39,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
83,"VOCATIONAL/GRAMMAR"
69,"PRIMARY/NO EDUCATION"
40,"SECONDARY"
41,"SECONDARY"
68,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
53,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
43,"VOCATIONAL/GRAMMAR"
45,"PRIMARY/NO EDUCATION"
52,"SECONDARY"
28,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
56,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
90,"POST-SECONDARY OR HIGHER"
62,"SECONDARY"
66,"SECONDARY"
87,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
43,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
22,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
26,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
40,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
65,"POST-SECONDARY OR HIGHER"
77,"SECONDARY"
33,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
65,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
40,"PRIMARY/NO EDUCATION"
43,"POST-SECONDARY OR HIGHER"
78,"POST-SECONDARY OR HIGHER"
73,"VOCATIONAL/GRAMMAR"
42,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
73,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
27,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
69,"PRIMARY/NO EDUCATION"
32,"POST-SECONDARY OR HIGHER"
23,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
50,"PRIMARY/NO EDUCATION"
32,"POST-SECONDARY OR HIGHER"
27,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
83,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
27,"SECONDARY"
58,"PRIMARY/NO EDUCATION"
46,"VOCATIONAL/GRAMMAR"
37,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
26,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
63,"POST-SECONDARY OR HIGHER"
65,"SECONDARY"
50,"SECONDARY"
63,"PRIMARY/NO EDUCATION"
28,"POST-SECONDARY OR HIGHER"
65,"SECONDARY"
45,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
24,"SECONDARY"
39,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
67,"SECONDARY"
33,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
40,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
39,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
24,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
31,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
47,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
53,"SECONDARY"
30,"VOCATIONAL/GRAMMAR"
76,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
62,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
35,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
54,"PRIMARY/NO EDUCATION"
30,"SECONDARY"
74,"PRIMARY/NO EDUCATION"
21,"POST-SECONDARY OR HIGHER"
20,"SECONDARY"
26,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
51,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
54,"VOCATIONAL/GRAMMAR"
87,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
24,"POST-SECONDARY OR HIGHER"
25,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
61,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
27,"POST-SECONDARY OR HIGHER"
72,"SECONDARY"
48,"PRIMARY/NO EDUCATION"
57,"PRIMARY/NO EDUCATION"
82,"SECONDARY"
24,"SECONDARY"
43,"PRIMARY/NO EDUCATION"
29,"SECONDARY"
45,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
81,"SECONDARY"
71,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
24,"SECONDARY"
66,"VOCATIONAL/GRAMMAR"
43,"POST-SECONDARY OR HIGHER"
38,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
30,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
67,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
48,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
25,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
64,"VOCATIONAL/GRAMMAR"
58,"PRIMARY/NO EDUCATION"
67,"POST-SECONDARY OR HIGHER"
74,"PRIMARY/NO EDUCATION"
61,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
32,"VOCATIONAL/GRAMMAR"
28,"POST-SECONDARY OR HIGHER"
48,"POST-SECONDARY OR HIGHER"
53,"PRIMARY/NO EDUCATION"
28,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
76,"PRIMARY/NO EDUCATION"
40,"PRIMARY/NO EDUCATION"
60,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
36,"SECONDARY"
27,"SECONDARY"
56,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
53,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
17,"PRIMARY/NO EDUCATION"
22,"VOCATIONAL/GRAMMAR"
22,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
40,"PRIMARY/NO EDUCATION"
53,"PRIMARY/NO EDUCATION"
29,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
72,"SECONDARY"
73,"PRIMARY/NO EDUCATION"
63,"VOCATIONAL/GRAMMAR"
44,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
45,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
63,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
78,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
74,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
33,"PRIMARY/NO EDUCATION"
64,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
63,"SECONDARY"
23,"SECONDARY"
68,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
52,"SECONDARY"
73,"POST-SECONDARY OR HIGHER"
39,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
21,"POST-SECONDARY OR HIGHER"
53,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
57,"SECONDARY"
60,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
33,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
28,"SECONDARY"
30,"POST-SECONDARY OR HIGHER"
