"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","eduspec","random"
"FEMALE",66,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",24,714,"MARRIED",10,1966,NA,NA,"MIXED",5,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,75,"no specialisation","KW"
"MALE",53,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1000,"MARRIED",9,1983,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,90,"no specialisation","QH"
"MALE",20,"URBAN 100,000-200,000","Swietokrzyskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GREAT BRITAIN","ACTIVE",176,70,"no specialisation","RT"
"FEMALE",17,"URBAN 100,000-200,000","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",7,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",161,46,"no specialisation","YU"
"FEMALE",36,"URBAN BELOW 20,000","Lubuskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",12,1000,"MARRIED",1,1995,NA,NA,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",1,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,54,"no specialisation","ED"
"FEMALE",19,"URBAN BELOW 20,000","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GREAT BRITAIN","ACTIVE",173,59,"no specialisation","NX"
"FEMALE",23,"URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","PUPIL OR STUDENT",NA,900,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",162,60,"no specialisation","CY"
"MALE",86,"URBAN BELOW 20,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,1260,"WIDOWED",6,1956,1,2007,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,85,"no specialisation","NV"
"FEMALE",61,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,690,"MARRIED",4,1973,NA,NA,"MOSTLY SATISFIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,97,"no specialisation","BS"
"FEMALE",25,"URBAN 500,000 AND OVER","Malopolskie","SECONDARY","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",15,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",168,59,"no specialisation","GO"
"FEMALE",88,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,890,"WIDOWED",10,1945,1,1990,"MIXED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,60,"no specialisation","KW"
"FEMALE",70,"RURAL AREAS","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,NA,"MARRIED",9,1977,NA,NA,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",169,63,"no specialisation","SL"
"FEMALE",89,"URBAN BELOW 20,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1100,"WIDOWED",9,1946,10,2005,"MIXED",20,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO","YES",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",155,60,"no specialisation","WC"
"FEMALE",73,"URBAN 100,000-200,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",24,1440,"MARRIED",4,1957,NA,NA,"MOSTLY SATISFIED",8,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,73,"no specialisation","TZ"
"FEMALE",46,"URBAN BELOW 20,000","Malopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,720,"MARRIED",7,1986,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,75,"no specialisation","JX"
"FEMALE",64,"URBAN 100,000-200,000","Kujawsko-pomorskie","SECONDARY","RETIRED",NA,620,"MARRIED",7,1965,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",20,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,48,"no specialisation","YK"
"FEMALE",67,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",3,1962,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",164,68,"no specialisation","BT"
"MALE",30,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","UNEMPLOYED",12,200,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"IT`S DIFFICULT TO TELL","YES","YES","NO",50,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"NONE",172,71,"no specialisation","WZ"
"MALE",19,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",184,86,"no specialisation","KT"
"FEMALE",34,"RURAL AREAS","Pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED",8,1998,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",161,63,"no specialisation","UU"
"FEMALE",73,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,600,"MARRIED",6,1961,NA,NA,"MOSTLY SATISFIED",8,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,68,"no specialisation","SL"
"FEMALE",65,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,700,"MARRIED",9,1966,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,67,"no specialisation","RT"
"FEMALE",20,"RURAL AREAS","Podkarpackie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",12,"YES",15,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","BELGIUM","ACTIVE",165,51,"no specialisation","FM"
"FEMALE",78,"URBAN 200,000-500,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1100,"WIDOWED",1,1949,5,1991,"MOSTLY DISSATISFIED",13,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",164,50,"no specialisation","IS"
"FEMALE",45,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",8,1986,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,70,"no specialisation","UT"
"MALE",55,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,200,"SINGLE",NA,NA,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,70,"no specialisation","KT"
"FEMALE",75,"URBAN 20,000-100,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,900,"MARRIED",10,1958,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,67,"no specialisation","YD"
"FEMALE",40,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,1200,"WIDOWED",7,1989,6,2007,"MOSTLY DISSATISFIED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",1,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","NONE",167,80,"no specialisation","RY"
"FEMALE",81,"URBAN BELOW 20,000","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",24,826,"WIDOWED",6,1989,6,2003,"MOSTLY DISSATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,85,"no specialisation","LV"
"MALE",17,"RURAL AREAS","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",7,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",162,64,"no specialisation","HZ"
"FEMALE",71,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",NA,730,"WIDOWED",4,1959,2,2009,"MOSTLY DISSATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,90,"no specialisation","MI"
"MALE",66,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",24,860,"MARRIED",4,1968,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,75,"no specialisation","YU"
"MALE",78,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,1100,"WIDOWED",6,1956,9,1998,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"no specialisation","HZ"
"FEMALE",61,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",11,1971,NA,NA,"MOSTLY DISSATISFIED",10,"IT`S DIFFICULT TO TELL","NO","NO OPINION","YES",0,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",155,65,"no specialisation","NV"
"MALE",55,"URBAN 100,000-200,000","Mazowieckie","SECONDARY","SELF-EMPLOYED",NA,2000,"MARRIED",6,1980,NA,NA,"MOSTLY SATISFIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,92,"no specialisation","HU"
"FEMALE",39,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,604,"MARRIED",2,1991,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,63,"no specialisation","KW"
"FEMALE",55,"URBAN 500,000 AND OVER","Lodzkie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",0,1200,"WIDOWED",2,1976,7,2001,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,50,"no specialisation","UT"
"MALE",64,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,NA,"MARRIED",7,1968,NA,NA,"MOSTLY SATISFIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",NA,NA,"no specialisation","FB"
"FEMALE",53,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,1500,"MARRIED",11,1981,NA,NA,"PLEASED",7,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION","YES",0,"YES",10,"NO","NO",NA,NA,"NO",NA,NA,"NONE",150,72,"no specialisation","YK"
"FEMALE",50,"URBAN 100,000-200,000","Mazowieckie","PRIMARY/NO EDUCATION","FARMER",0,NA,"MARRIED",10,1980,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"no specialisation","KT"
"FEMALE",70,"URBAN 100,000-200,000","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,1500,"DIVORCED",10,1958,6,1968,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,72,"no specialisation","GO"
"MALE",73,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",0,720,"MARRIED",9,1970,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",9,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,74,"no specialisation","RY"
"FEMALE",79,"URBAN BELOW 20,000","Dolnoslaskie","PRIMARY/NO EDUCATION","RETIRED",0,700,"WIDOWED",5,1953,10,2002,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,58,"no specialisation","UT"
"FEMALE",89,"URBAN 100,000-200,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,850,"WIDOWED",9,1946,10,1985,"MIXED",20,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,65,"no specialisation","OO"
"FEMALE",24,"URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","PUPIL OR STUDENT",NA,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",5,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","FRANCE","ACTIVE",157,48,"no specialisation","JP"
"MALE",66,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",0,750,"MARRIED",8,1968,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,90,"no specialisation","MI"
"MALE",23,"URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","NO","NO",5,"YES",NA,"NO","NO","NO",NA,"YES, TO NON-EU COUNTRY","IT DEPENDS","USA","PASSIVE",182,NA,"no specialisation","LV"
"FEMALE",29,"RURAL AREAS","Wielkopolskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",4,2007,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",4,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",167,63,"no specialisation","DB"
"MALE",74,"URBAN 100,000-200,000","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,NA,"MARRIED",9,1961,NA,NA,"PLEASED",9,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,103,"no specialisation","TZ"
"FEMALE",67,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",NA,820,"MARRIED",12,1970,NA,NA,"MOSTLY DISSATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,70,"no specialisation","ZR"
"FEMALE",29,"RURAL AREAS","Lodzkie","SECONDARY","UNEMPLOYED",12,NA,"MARRIED",1,2003,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,55,"no specialisation","LL"
"MALE",62,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,865,"MARRIED",8,1972,NA,NA,"PLEASED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,85,"no specialisation","YU"
"FEMALE",60,"RURAL AREAS","Podkarpackie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",4,1969,NA,NA,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",30,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,89,"no specialisation","FB"
"MALE",56,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","FARMER",NA,9000,"MARRIED",6,1992,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,85,"no specialisation","RY"
"FEMALE",18,"URBAN 100,000-200,000","Malopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",161,50,"no specialisation","FM"
"FEMALE",70,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",NA,1100,"MARRIED",7,1961,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,77,"no specialisation","LL"
"MALE",75,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",0,1000,"MARRIED",10,1968,NA,NA,"PLEASED",14,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,62,"no specialisation","MI"
"FEMALE",76,"URBAN 200,000-500,000","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,2000,"WIDOWED",1,1980,8,1998,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,64,"no specialisation","MI"
"FEMALE",74,"URBAN BELOW 20,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,850,"WIDOWED",3,1958,7,1985,"MOSTLY SATISFIED",10,"IT`S DIFFICULT TO TELL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,72,"no specialisation","YU"
"FEMALE",17,"URBAN 20,000-100,000","Podlaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",174,73,"no specialisation","IS"
"MALE",17,"RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",8,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",184,68,"no specialisation","CY"
"FEMALE",67,"URBAN BELOW 20,000","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,500,"MARRIED",10,1963,NA,NA,"MOSTLY DISSATISFIED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,65,"no specialisation","KW"
"FEMALE",49,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","UNEMPLOYED",0,350,"MARRIED",4,1981,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","NO","NO","YES",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",167,70,"no specialisation","LW"
"FEMALE",66,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,1000,"WIDOWED",11,1968,5,1992,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,84,"no specialisation","UT"
"MALE",32,"RURAL AREAS","Slaskie","SECONDARY","SELF-EMPLOYED",0,3000,"MARRIED",9,2007,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",173,76,"no specialisation","KW"
"MALE",54,"RURAL AREAS","Lodzkie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,1250,"MARRIED",4,1981,NA,NA,"MOSTLY DISSATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"YES","YES","NO",NA,"NO",NA,NA,"NONE",175,70,"no specialisation","LV"
"FEMALE",68,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,830,"MARRIED",7,1966,NA,NA,"MOSTLY DISSATISFIED",20,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",167,59,"no specialisation","UU"
"MALE",28,"URBAN 100,000-200,000","Mazowieckie","SECONDARY","SELF-EMPLOYED",0,12000,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",30,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",185,80,"no specialisation","TZ"
"FEMALE",82,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","RETIRED",24,1900,"WIDOWED",7,1949,6,1959,"MOSTLY DISSATISFIED",16,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,56,"no specialisation","AR"
"FEMALE",18,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",162,62,"no specialisation","FM"
"FEMALE",63,"RURAL AREAS","Lubelskie","SECONDARY","RETIRED",24,1700,"MARRIED",1,1969,NA,NA,"MOSTLY DISSATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,95,"no specialisation","YK"
"FEMALE",41,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","UNEMPLOYED",NA,NA,"MARRIED",10,1993,NA,NA,"DELIGHTED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",30,"YES",10,"YES","NO",NA,NA,"NO",NA,NA,"NONE",164,50,"no specialisation","JQ"
"FEMALE",61,"URBAN 20,000-100,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,2500,"MARRIED",6,1980,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,70,"no specialisation","AR"
"MALE",69,"URBAN 100,000-200,000","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",24,1200,"MARRIED",10,1967,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,87,"no specialisation","EG"
"FEMALE",59,"URBAN BELOW 20,000","Pomorskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",12,1971,NA,NA,"DELIGHTED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"YES",1,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,80,"no specialisation","RT"
"MALE",75,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,2550,"MARRIED",4,1960,NA,NA,"MOSTLY SATISFIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,42,"no specialisation","LV"
"FEMALE",61,"URBAN 100,000-200,000","Dolnoslaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1080,"WIDOWED",3,1975,9,2001,"TERRIBLE",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",158,87,"no specialisation","WZ"
"MALE",78,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,900,"MARRIED",7,1959,NA,NA,"PLEASED",9,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",12,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"NONE",176,93,"no specialisation","JX"
