"combine","value","type","n","dp","unique"
"1100",64,"original",1,0.1,"0001"
"1101",56,"original",1,0.1,"0001"
"1110",58,"original",1,0.1,"0001"
"1111",0,"original",1,0.1,"0001"
"0000",78,"synthetic",9,0.1,"0001"
"0001",69,"synthetic",9,0.1,"0001"
"0010",134,"synthetic",9,0.1,"0001"
"0011",58,"synthetic",9,0.1,"0001"
"0100",69,"synthetic",9,0.1,"0001"
"0101",77,"synthetic",9,0.1,"0001"
"0110",79,"synthetic",9,0.1,"0001"
"0111",85,"synthetic",9,0.1,"0001"
"1000",61,"synthetic",9,0.1,"0001"
"1001",52,"synthetic",9,0.1,"0001"
"1010",88,"synthetic",9,0.1,"0001"
"1011",60,"synthetic",9,0.1,"0001"
"1100",80,"synthetic",9,0.1,"0001"
"1101",50,"synthetic",9,0.1,"0001"
"1110",34,"synthetic",9,0.1,"0001"
"1111",-2,"synthetic",9,0.1,"0001"
"0000",70,"original",1,0.1,"1001"
"0001",61,"original",1,0.1,"1001"
"0010",67,"original",1,0.1,"1001"
"0011",53,"original",1,0.1,"1001"
"0100",77,"original",1,0.1,"1001"
"0101",74,"original",1,0.1,"1001"
"0110",67,"original",1,0.1,"1001"
"0111",80,"original",1,0.1,"1001"
"1000",54,"original",1,0.1,"1001"
"1001",66,"original",1,0.1,"1001"
"1010",93,"original",1,0.1,"1001"
"1011",60,"original",1,0.1,"1001"
"1100",64,"original",1,0.1,"1001"
"1101",56,"original",1,0.1,"1001"
"1110",58,"original",1,0.1,"1001"
"1111",0,"original",1,0.1,"1001"
"0000",76,"synthetic",9,0.1,"1001"
"0001",83,"synthetic",9,0.1,"1001"
"0010",62,"synthetic",9,0.1,"1001"
"0011",55,"synthetic",9,0.1,"1001"
"0100",77,"synthetic",9,0.1,"1001"
"0101",73,"synthetic",9,0.1,"1001"
"0110",45,"synthetic",9,0.1,"1001"
"0111",76,"synthetic",9,0.1,"1001"
"1000",57,"synthetic",9,0.1,"1001"
"1001",60,"synthetic",9,0.1,"1001"
"1010",98,"synthetic",9,0.1,"1001"
"1011",45,"synthetic",9,0.1,"1001"
"1100",64,"synthetic",9,0.1,"1001"
"1101",59,"synthetic",9,0.1,"1001"
"1110",82,"synthetic",9,0.1,"1001"
"1111",-9,"synthetic",9,0.1,"1001"
"0000",70,"original",1,0.1,"0101"
"0001",61,"original",1,0.1,"0101"
"0010",67,"original",1,0.1,"0101"
"0011",53,"original",1,0.1,"0101"
"0100",77,"original",1,0.1,"0101"
"0101",75,"original",1,0.1,"0101"
"0110",67,"original",1,0.1,"0101"
"0111",80,"original",1,0.1,"0101"
"1000",54,"original",1,0.1,"0101"
"1001",65,"original",1,0.1,"0101"
"1010",93,"original",1,0.1,"0101"
"1011",60,"original",1,0.1,"0101"
"1100",64,"original",1,0.1,"0101"
"1101",56,"original",1,0.1,"0101"
"1110",58,"original",1,0.1,"0101"
"1111",0,"original",1,0.1,"0101"
"0000",72,"synthetic",9,0.1,"0101"
"0001",48,"synthetic",9,0.1,"0101"
"0010",60,"synthetic",9,0.1,"0101"
"0011",34,"synthetic",9,0.1,"0101"
"0100",74,"synthetic",9,0.1,"0101"
"0101",74,"synthetic",9,0.1,"0101"
"0110",60,"synthetic",9,0.1,"0101"
"0111",70,"synthetic",9,0.1,"0101"
"1000",48,"synthetic",9,0.1,"0101"
"1001",77,"synthetic",9,0.1,"0101"
"1010",76,"synthetic",9,0.1,"0101"
"1011",31,"synthetic",9,0.1,"0101"
"1100",55,"synthetic",9,0.1,"0101"
"1101",73,"synthetic",9,0.1,"0101"
"1110",34,"synthetic",9,0.1,"0101"
"1111",8,"synthetic",9,0.1,"0101"
"0000",70,"original",1,0.1,"1101"
"0001",61,"original",1,0.1,"1101"
"0010",67,"original",1,0.1,"1101"
"0011",53,"original",1,0.1,"1101"
"0100",77,"original",1,0.1,"1101"
"0101",74,"original",1,0.1,"1101"
"0110",67,"original",1,0.1,"1101"
"0111",80,"original",1,0.1,"1101"
"1000",54,"original",1,0.1,"1101"
"1001",65,"original",1,0.1,"1101"
"1010",93,"original",1,0.1,"1101"
"1011",60,"original",1,0.1,"1101"
"1100",64,"original",1,0.1,"1101"
"1101",57,"original",1,0.1,"1101"
"1110",58,"original",1,0.1,"1101"
"1111",0,"original",1,0.1,"1101"
"0000",64,"synthetic",9,0.1,"1101"
"0001",67,"synthetic",9,0.1,"1101"
"0010",82,"synthetic",9,0.1,"1101"
"0011",36,"synthetic",9,0.1,"1101"
"0100",77,"synthetic",9,0.1,"1101"
"0101",83,"synthetic",9,0.1,"1101"
"0110",70,"synthetic",9,0.1,"1101"
"0111",85,"synthetic",9,0.1,"1101"
"1000",19,"synthetic",9,0.1,"1101"
"1001",61,"synthetic",9,0.1,"1101"
"1010",80,"synthetic",9,0.1,"1101"
"1011",51,"synthetic",9,0.1,"1101"
"1100",66,"synthetic",9,0.1,"1101"
"1101",63,"synthetic",9,0.1,"1101"
"1110",91,"synthetic",9,0.1,"1101"
"1111",-16,"synthetic",9,0.1,"1101"
"0000",70,"original",1,0.1,"0011"
"0001",61,"original",1,0.1,"0011"
"0010",67,"original",1,0.1,"0011"
"0011",54,"original",1,0.1,"0011"
"0100",77,"original",1,0.1,"0011"
"0101",74,"original",1,0.1,"0011"
"0110",67,"original",1,0.1,"0011"
"0111",80,"original",1,0.1,"0011"
"1000",54,"original",1,0.1,"0011"
"1001",65,"original",1,0.1,"0011"
"1010",93,"original",1,0.1,"0011"
"1011",60,"original",1,0.1,"0011"
"1100",64,"original",1,0.1,"0011"
"1101",56,"original",1,0.1,"0011"
"1110",58,"original",1,0.1,"0011"
"1111",0,"original",1,0.1,"0011"
"0000",77,"synthetic",9,0.1,"0011"
"0001",101,"synthetic",9,0.1,"0011"
"0010",61,"synthetic",9,0.1,"0011"
"0011",49,"synthetic",9,0.1,"0011"
"0100",117,"synthetic",9,0.1,"0011"
"0101",63,"synthetic",9,0.1,"0011"
"0110",69,"synthetic",9,0.1,"0011"
"0111",110,"synthetic",9,0.1,"0011"
"1000",34,"synthetic",9,0.1,"0011"
"1001",60,"synthetic",9,0.1,"0011"
"1010",66,"synthetic",9,0.1,"0011"
"1011",51,"synthetic",9,0.1,"0011"
"1100",65,"synthetic",9,0.1,"0011"
"1101",53,"synthetic",9,0.1,"0011"
"1110",55,"synthetic",9,0.1,"0011"
"1111",-13,"synthetic",9,0.1,"0011"
"0000",70,"original",1,0.1,"1011"
"0001",61,"original",1,0.1,"1011"
"0010",67,"original",1,0.1,"1011"
"0011",53,"original",1,0.1,"1011"
"0100",77,"original",1,0.1,"1011"
"0101",74,"original",1,0.1,"1011"
"0110",67,"original",1,0.1,"1011"
"0111",80,"original",1,0.1,"1011"
"1000",54,"original",1,0.1,"1011"
"1001",65,"original",1,0.1,"1011"
"1010",93,"original",1,0.1,"1011"
"1011",61,"original",1,0.1,"1011"
"1100",64,"original",1,0.1,"1011"
"1101",56,"original",1,0.1,"1011"
"1110",58,"original",1,0.1,"1011"
"1111",0,"original",1,0.1,"1011"
"0000",79,"synthetic",9,0.1,"1011"
"0001",57,"synthetic",9,0.1,"1011"
"0010",59,"synthetic",9,0.1,"1011"
"0011",60,"synthetic",9,0.1,"1011"
"0100",60,"synthetic",9,0.1,"1011"
"0101",65,"synthetic",9,0.1,"1011"
"0110",79,"synthetic",9,0.1,"1011"
"0111",81,"synthetic",9,0.1,"1011"
"1000",49,"synthetic",9,0.1,"1011"
"1001",60,"synthetic",9,0.1,"1011"
"1010",92,"synthetic",9,0.1,"1011"
"1011",53,"synthetic",9,0.1,"1011"
"1100",53,"synthetic",9,0.1,"1011"
"1101",41,"synthetic",9,0.1,"1011"
"1110",53,"synthetic",9,0.1,"1011"
"1111",16,"synthetic",9,0.1,"1011"
"0000",70,"original",1,0.1,"0111"
"0001",61,"original",1,0.1,"0111"
"0010",67,"original",1,0.1,"0111"
"0011",53,"original",1,0.1,"0111"
"0100",77,"original",1,0.1,"0111"
"0101",74,"original",1,0.1,"0111"
"0110",67,"original",1,0.1,"0111"
"0111",81,"original",1,0.1,"0111"
"1000",54,"original",1,0.1,"0111"
"1001",65,"original",1,0.1,"0111"
"1010",93,"original",1,0.1,"0111"
"1011",60,"original",1,0.1,"0111"
"1100",64,"original",1,0.1,"0111"
"1101",56,"original",1,0.1,"0111"
"1110",58,"original",1,0.1,"0111"
"1111",0,"original",1,0.1,"0111"
"0000",55,"synthetic",9,0.1,"0111"
"0001",87,"synthetic",9,0.1,"0111"
"0010",57,"synthetic",9,0.1,"0111"
"0011",64,"synthetic",9,0.1,"0111"
"0100",78,"synthetic",9,0.1,"0111"
"0101",70,"synthetic",9,0.1,"0111"
"0110",64,"synthetic",9,0.1,"0111"
"0111",89,"synthetic",9,0.1,"0111"
"1000",40,"synthetic",9,0.1,"0111"
"1001",67,"synthetic",9,0.1,"0111"
"1010",93,"synthetic",9,0.1,"0111"
"1011",79,"synthetic",9,0.1,"0111"
"1100",66,"synthetic",9,0.1,"0111"
"1101",64,"synthetic",9,0.1,"0111"
"1110",65,"synthetic",9,0.1,"0111"
"1111",-5,"synthetic",9,0.1,"0111"
"0000",70,"original",1,0.1,"1111"
"0001",61,"original",1,0.1,"1111"
"0010",67,"original",1,0.1,"1111"
"0011",53,"original",1,0.1,"1111"
"0100",77,"original",1,0.1,"1111"
"0101",74,"original",1,0.1,"1111"
"0110",67,"original",1,0.1,"1111"
"0111",80,"original",1,0.1,"1111"
"1000",54,"original",1,0.1,"1111"
"1001",65,"original",1,0.1,"1111"
"1010",93,"original",1,0.1,"1111"
"1011",60,"original",1,0.1,"1111"
"1100",64,"original",1,0.1,"1111"
"1101",56,"original",1,0.1,"1111"
"1110",58,"original",1,0.1,"1111"
"1111",1,"original",1,0.1,"1111"
"0000",64,"synthetic",9,0.1,"1111"
"0001",56,"synthetic",9,0.1,"1111"
"0010",60,"synthetic",9,0.1,"1111"
"0011",37,"synthetic",9,0.1,"1111"
"0100",75,"synthetic",9,0.1,"1111"
"0101",72,"synthetic",9,0.1,"1111"
"0110",57,"synthetic",9,0.1,"1111"
"0111",80,"synthetic",9,0.1,"1111"
"1000",59,"synthetic",9,0.1,"1111"
"1001",58,"synthetic",9,0.1,"1111"
"1010",95,"synthetic",9,0.1,"1111"
"1011",64,"synthetic",9,0.1,"1111"
"1100",51,"synthetic",9,0.1,"1111"
"1101",39,"synthetic",9,0.1,"1111"
"1110",45,"synthetic",9,0.1,"1111"
"1111",10,"synthetic",9,0.1,"1111"
"0000",71,"original",1,0.1,"0000"
"0001",61,"original",1,0.1,"0000"
"0010",67,"original",1,0.1,"0000"
"0011",53,"original",1,0.1,"0000"
"0100",77,"original",1,0.1,"0000"
"0101",74,"original",1,0.1,"0000"
"0110",67,"original",1,0.1,"0000"
"0111",80,"original",1,0.1,"0000"
"1000",54,"original",1,0.1,"0000"
"1001",65,"original",1,0.1,"0000"
"1010",93,"original",1,0.1,"0000"
"1011",60,"original",1,0.1,"0000"
"1100",64,"original",1,0.1,"0000"
"1101",56,"original",1,0.1,"0000"
"1110",58,"original",1,0.1,"0000"
"1111",0,"original",1,0.1,"0000"
"0000",65,"synthetic",10,0.1,"0000"
"0001",87,"synthetic",10,0.1,"0000"
"0010",63,"synthetic",10,0.1,"0000"
"0011",51,"synthetic",10,0.1,"0000"
"0100",75,"synthetic",10,0.1,"0000"
"0101",67,"synthetic",10,0.1,"0000"
"0110",62,"synthetic",10,0.1,"0000"
"0111",76,"synthetic",10,0.1,"0000"
"1000",54,"synthetic",10,0.1,"0000"
"1001",66,"synthetic",10,0.1,"0000"
"1010",95,"synthetic",10,0.1,"0000"
"1011",84,"synthetic",10,0.1,"0000"
"1100",67,"synthetic",10,0.1,"0000"
"1101",60,"synthetic",10,0.1,"0000"
"1110",59,"synthetic",10,0.1,"0000"
"1111",-8,"synthetic",10,0.1,"0000"
"0000",70,"original",1,0.1,"1000"
"0001",61,"original",1,0.1,"1000"
"0010",67,"original",1,0.1,"1000"
"0011",53,"original",1,0.1,"1000"
"0100",77,"original",1,0.1,"1000"
"0101",74,"original",1,0.1,"1000"
"0110",67,"original",1,0.1,"1000"
"0111",80,"original",1,0.1,"1000"
"1000",55,"original",1,0.1,"1000"
"1001",65,"original",1,0.1,"1000"
"1010",93,"original",1,0.1,"1000"
"1011",60,"original",1,0.1,"1000"
"1100",64,"original",1,0.1,"1000"
"1101",56,"original",1,0.1,"1000"
"1110",58,"original",1,0.1,"1000"
"1111",0,"original",1,0.1,"1000"
"0000",64,"synthetic",10,0.1,"1000"
"0001",44,"synthetic",10,0.1,"1000"
"0010",76,"synthetic",10,0.1,"1000"
"0011",62,"synthetic",10,0.1,"1000"
"0100",142,"synthetic",10,0.1,"1000"
"0101",85,"synthetic",10,0.1,"1000"
"0110",50,"synthetic",10,0.1,"1000"
"0111",80,"synthetic",10,0.1,"1000"
"1000",49,"synthetic",10,0.1,"1000"
"1001",64,"synthetic",10,0.1,"1000"
"1010",110,"synthetic",10,0.1,"1000"
"1011",43,"synthetic",10,0.1,"1000"
"1100",59,"synthetic",10,0.1,"1000"
"1101",47,"synthetic",10,0.1,"1000"
"1110",49,"synthetic",10,0.1,"1000"
"1111",-3,"synthetic",10,0.1,"1000"
"0000",70,"original",1,0.1,"0100"
"0001",61,"original",1,0.1,"0100"
"0010",67,"original",1,0.1,"0100"
"0011",53,"original",1,0.1,"0100"
"0100",78,"original",1,0.1,"0100"
"0101",74,"original",1,0.1,"0100"
"0110",67,"original",1,0.1,"0100"
"0111",80,"original",1,0.1,"0100"
"1000",54,"original",1,0.1,"0100"
"1001",65,"original",1,0.1,"0100"
"1010",93,"original",1,0.1,"0100"
"1011",60,"original",1,0.1,"0100"
"1100",64,"original",1,0.1,"0100"
"1101",56,"original",1,0.1,"0100"
"1110",58,"original",1,0.1,"0100"
"1111",0,"original",1,0.1,"0100"
"0000",62,"synthetic",10,0.1,"0100"
"0001",60,"synthetic",10,0.1,"0100"
"0010",58,"synthetic",10,0.1,"0100"
"0011",42,"synthetic",10,0.1,"0100"
"0100",69,"synthetic",10,0.1,"0100"
"0101",65,"synthetic",10,0.1,"0100"
"0110",40,"synthetic",10,0.1,"0100"
"0111",66,"synthetic",10,0.1,"0100"
"1000",74,"synthetic",10,0.1,"0100"
"1001",50,"synthetic",10,0.1,"0100"
"1010",97,"synthetic",10,0.1,"0100"
"1011",66,"synthetic",10,0.1,"0100"
"1100",57,"synthetic",10,0.1,"0100"
"1101",58,"synthetic",10,0.1,"0100"
"1110",74,"synthetic",10,0.1,"0100"
"1111",20,"synthetic",10,0.1,"0100"
"0000",70,"original",1,0.1,"1100"
"0001",61,"original",1,0.1,"1100"
"0010",67,"original",1,0.1,"1100"
"0011",53,"original",1,0.1,"1100"
"0100",77,"original",1,0.1,"1100"
"0101",74,"original",1,0.1,"1100"
"0110",67,"original",1,0.1,"1100"
"0111",80,"original",1,0.1,"1100"
"1000",54,"original",1,0.1,"1100"
"1001",65,"original",1,0.1,"1100"
"1010",93,"original",1,0.1,"1100"
"1011",60,"original",1,0.1,"1100"
"1100",65,"original",1,0.1,"1100"
"1101",56,"original",1,0.1,"1100"
"1110",58,"original",1,0.1,"1100"
"1111",0,"original",1,0.1,"1100"
"0000",61,"synthetic",10,0.1,"1100"
"0001",59,"synthetic",10,0.1,"1100"
"0010",63,"synthetic",10,0.1,"1100"
"0011",40,"synthetic",10,0.1,"1100"
"0100",90,"synthetic",10,0.1,"1100"
"0101",57,"synthetic",10,0.1,"1100"
"0110",59,"synthetic",10,0.1,"1100"
"0111",106,"synthetic",10,0.1,"1100"
"1000",54,"synthetic",10,0.1,"1100"
"1001",53,"synthetic",10,0.1,"1100"
"1010",104,"synthetic",10,0.1,"1100"
"1011",59,"synthetic",10,0.1,"1100"
"1100",69,"synthetic",10,0.1,"1100"
"1101",55,"synthetic",10,0.1,"1100"
"1110",55,"synthetic",10,0.1,"1100"
"1111",6,"synthetic",10,0.1,"1100"
"0000",70,"original",1,0.1,"0010"
"0001",61,"original",1,0.1,"0010"
"0010",68,"original",1,0.1,"0010"
"0011",53,"original",1,0.1,"0010"
"0100",77,"original",1,0.1,"0010"
"0101",74,"original",1,0.1,"0010"
"0110",67,"original",1,0.1,"0010"
"0111",80,"original",1,0.1,"0010"
"1000",54,"original",1,0.1,"0010"
"1001",65,"original",1,0.1,"0010"
"1010",93,"original",1,0.1,"0010"
"1011",60,"original",1,0.1,"0010"
"1100",64,"original",1,0.1,"0010"
"1101",56,"original",1,0.1,"0010"
"1110",58,"original",1,0.1,"0010"
"1111",0,"original",1,0.1,"0010"
"0000",67,"synthetic",10,0.1,"0010"
"0001",72,"synthetic",10,0.1,"0010"
"0010",65,"synthetic",10,0.1,"0010"
"0011",57,"synthetic",10,0.1,"0010"
"0100",76,"synthetic",10,0.1,"0010"
"0101",74,"synthetic",10,0.1,"0010"
"0110",68,"synthetic",10,0.1,"0010"
"0111",70,"synthetic",10,0.1,"0010"
"1000",33,"synthetic",10,0.1,"0010"
"1001",79,"synthetic",10,0.1,"0010"
"1010",83,"synthetic",10,0.1,"0010"
"1011",69,"synthetic",10,0.1,"0010"
"1100",59,"synthetic",10,0.1,"0010"
"1101",49,"synthetic",10,0.1,"0010"
"1110",27,"synthetic",10,0.1,"0010"
"1111",0,"synthetic",10,0.1,"0010"
"0000",70,"original",1,0.1,"1010"
"0001",61,"original",1,0.1,"1010"
"0010",67,"original",1,0.1,"1010"
"0011",53,"original",1,0.1,"1010"
"0100",77,"original",1,0.1,"1010"
"0101",74,"original",1,0.1,"1010"
"0110",67,"original",1,0.1,"1010"
"0111",80,"original",1,0.1,"1010"
"1000",54,"original",1,0.1,"1010"
"1001",65,"original",1,0.1,"1010"
"1010",94,"original",1,0.1,"1010"
"1011",60,"original",1,0.1,"1010"
"1100",64,"original",1,0.1,"1010"
"1101",56,"original",1,0.1,"1010"
"1110",58,"original",1,0.1,"1010"
"1111",0,"original",1,0.1,"1010"
"0000",74,"synthetic",10,0.1,"1010"
"0001",94,"synthetic",10,0.1,"1010"
"0010",35,"synthetic",10,0.1,"1010"
"0011",76,"synthetic",10,0.1,"1010"
"0100",106,"synthetic",10,0.1,"1010"
"0101",70,"synthetic",10,0.1,"1010"
"0110",50,"synthetic",10,0.1,"1010"
"0111",89,"synthetic",10,0.1,"1010"
"1000",47,"synthetic",10,0.1,"1010"
"1001",44,"synthetic",10,0.1,"1010"
"1010",90,"synthetic",10,0.1,"1010"
"1011",52,"synthetic",10,0.1,"1010"
"1100",66,"synthetic",10,0.1,"1010"
"1101",65,"synthetic",10,0.1,"1010"
"1110",56,"synthetic",10,0.1,"1010"
"1111",1,"synthetic",10,0.1,"1010"
"0000",70,"original",1,0.1,"0110"
"0001",61,"original",1,0.1,"0110"
"0010",67,"original",1,0.1,"0110"
"0011",53,"original",1,0.1,"0110"
"0100",77,"original",1,0.1,"0110"
"0101",74,"original",1,0.1,"0110"
"0110",68,"original",1,0.1,"0110"
"0111",80,"original",1,0.1,"0110"
"1000",54,"original",1,0.1,"0110"
"1001",65,"original",1,0.1,"0110"
"1010",93,"original",1,0.1,"0110"
"1011",60,"original",1,0.1,"0110"
"1100",64,"original",1,0.1,"0110"
"1101",56,"original",1,0.1,"0110"
"1110",58,"original",1,0.1,"0110"
"1111",0,"original",1,0.1,"0110"
"0000",74,"synthetic",10,0.1,"0110"
"0001",69,"synthetic",10,0.1,"0110"
"0010",80,"synthetic",10,0.1,"0110"
"0011",36,"synthetic",10,0.1,"0110"
"0100",87,"synthetic",10,0.1,"0110"
"0101",37,"synthetic",10,0.1,"0110"
"0110",70,"synthetic",10,0.1,"0110"
"0111",71,"synthetic",10,0.1,"0110"
"1000",70,"synthetic",10,0.1,"0110"
"1001",54,"synthetic",10,0.1,"0110"
"1010",96,"synthetic",10,0.1,"0110"
"1011",73,"synthetic",10,0.1,"0110"
"1100",92,"synthetic",10,0.1,"0110"
"1101",55,"synthetic",10,0.1,"0110"
"1110",53,"synthetic",10,0.1,"0110"
"1111",-1,"synthetic",10,0.1,"0110"
"0000",70,"original",1,0.1,"1110"
"0001",61,"original",1,0.1,"1110"
"0010",67,"original",1,0.1,"1110"
"0011",53,"original",1,0.1,"1110"
"0100",77,"original",1,0.1,"1110"
"0101",74,"original",1,0.1,"1110"
"0110",67,"original",1,0.1,"1110"
"0111",80,"original",1,0.1,"1110"
"1000",54,"original",1,0.1,"1110"
"1001",65,"original",1,0.1,"1110"
"1010",93,"original",1,0.1,"1110"
"1011",60,"original",1,0.1,"1110"
"1100",64,"original",1,0.1,"1110"
"1101",56,"original",1,0.1,"1110"
"1110",59,"original",1,0.1,"1110"
"1111",0,"original",1,0.1,"1110"
"0000",77,"synthetic",10,0.1,"1110"
"0001",76,"synthetic",10,0.1,"1110"
"0010",75,"synthetic",10,0.1,"1110"
"0011",48,"synthetic",10,0.1,"1110"
"0100",77,"synthetic",10,0.1,"1110"
"0101",64,"synthetic",10,0.1,"1110"
"0110",64,"synthetic",10,0.1,"1110"
"0111",79,"synthetic",10,0.1,"1110"
"1000",35,"synthetic",10,0.1,"1110"
"1001",66,"synthetic",10,0.1,"1110"
"1010",97,"synthetic",10,0.1,"1110"
"1011",91,"synthetic",10,0.1,"1110"
"1100",60,"synthetic",10,0.1,"1110"
"1101",50,"synthetic",10,0.1,"1110"
"1110",34,"synthetic",10,0.1,"1110"
"1111",2,"synthetic",10,0.1,"1110"
"0000",70,"original",1,0.1,"0001"
"0001",62,"original",1,0.1,"0001"
"0010",67,"original",1,0.1,"0001"
"0011",53,"original",1,0.1,"0001"
"0100",77,"original",1,0.1,"0001"
"0101",74,"original",1,0.1,"0001"
"0110",67,"original",1,0.1,"0001"
"0111",80,"original",1,0.1,"0001"
"1000",54,"original",1,0.1,"0001"
"1001",65,"original",1,0.1,"0001"
"1010",93,"original",1,0.1,"0001"
"1011",60,"original",1,0.1,"0001"
"1100",64,"original",1,0.1,"0001"
"1101",56,"original",1,0.1,"0001"
"1110",58,"original",1,0.1,"0001"
"1111",0,"original",1,0.1,"0001"
"0000",54,"synthetic",10,0.1,"0001"
"0001",53,"synthetic",10,0.1,"0001"
"0010",75,"synthetic",10,0.1,"0001"
"0011",57,"synthetic",10,0.1,"0001"
"0100",70,"synthetic",10,0.1,"0001"
"0101",73,"synthetic",10,0.1,"0001"
"0110",70,"synthetic",10,0.1,"0001"
"0111",87,"synthetic",10,0.1,"0001"
"1000",55,"synthetic",10,0.1,"0001"
"1001",69,"synthetic",10,0.1,"0001"
"1010",79,"synthetic",10,0.1,"0001"
"1011",47,"synthetic",10,0.1,"0001"
"1100",73,"synthetic",10,0.1,"0001"
"1101",39,"synthetic",10,0.1,"0001"
"1110",65,"synthetic",10,0.1,"0001"
"1111",25,"synthetic",10,0.1,"0001"
"0000",70,"original",1,0.1,"1001"
"0001",61,"original",1,0.1,"1001"
"0010",67,"original",1,0.1,"1001"
"0011",53,"original",1,0.1,"1001"
"0100",77,"original",1,0.1,"1001"
"0101",74,"original",1,0.1,"1001"
"0110",67,"original",1,0.1,"1001"
"0111",80,"original",1,0.1,"1001"
"1000",54,"original",1,0.1,"1001"
"1001",66,"original",1,0.1,"1001"
"1010",93,"original",1,0.1,"1001"
"1011",60,"original",1,0.1,"1001"
"1100",64,"original",1,0.1,"1001"
"1101",56,"original",1,0.1,"1001"
"1110",58,"original",1,0.1,"1001"
"1111",0,"original",1,0.1,"1001"
"0000",93,"synthetic",10,0.1,"1001"
"0001",49,"synthetic",10,0.1,"1001"
"0010",66,"synthetic",10,0.1,"1001"
"0011",39,"synthetic",10,0.1,"1001"
"0100",85,"synthetic",10,0.1,"1001"
"0101",76,"synthetic",10,0.1,"1001"
"0110",45,"synthetic",10,0.1,"1001"
"0111",47,"synthetic",10,0.1,"1001"
"1000",53,"synthetic",10,0.1,"1001"
"1001",66,"synthetic",10,0.1,"1001"
"1010",74,"synthetic",10,0.1,"1001"
"1011",52,"synthetic",10,0.1,"1001"
"1100",63,"synthetic",10,0.1,"1001"
"1101",49,"synthetic",10,0.1,"1001"
"1110",74,"synthetic",10,0.1,"1001"
"1111",5,"synthetic",10,0.1,"1001"
"0000",70,"original",1,0.1,"0101"
"0001",61,"original",1,0.1,"0101"
"0010",67,"original",1,0.1,"0101"
"0011",53,"original",1,0.1,"0101"
"0100",77,"original",1,0.1,"0101"
"0101",75,"original",1,0.1,"0101"
"0110",67,"original",1,0.1,"0101"
"0111",80,"original",1,0.1,"0101"
"1000",54,"original",1,0.1,"0101"
"1001",65,"original",1,0.1,"0101"
"1010",93,"original",1,0.1,"0101"
"1011",60,"original",1,0.1,"0101"
"1100",64,"original",1,0.1,"0101"
"1101",56,"original",1,0.1,"0101"
"1110",58,"original",1,0.1,"0101"
"1111",0,"original",1,0.1,"0101"
"0000",66,"synthetic",10,0.1,"0101"
"0001",49,"synthetic",10,0.1,"0101"
"0010",65,"synthetic",10,0.1,"0101"
"0011",56,"synthetic",10,0.1,"0101"
"0100",76,"synthetic",10,0.1,"0101"
"0101",72,"synthetic",10,0.1,"0101"
"0110",89,"synthetic",10,0.1,"0101"
"0111",76,"synthetic",10,0.1,"0101"
"1000",55,"synthetic",10,0.1,"0101"
"1001",75,"synthetic",10,0.1,"0101"
"1010",91,"synthetic",10,0.1,"0101"
"1011",51,"synthetic",10,0.1,"0101"
"1100",72,"synthetic",10,0.1,"0101"
"1101",55,"synthetic",10,0.1,"0101"
"1110",33,"synthetic",10,0.1,"0101"
"1111",4,"synthetic",10,0.1,"0101"
"0000",70,"original",1,0.1,"1101"
"0001",61,"original",1,0.1,"1101"
"0010",67,"original",1,0.1,"1101"
"0011",53,"original",1,0.1,"1101"
"0100",77,"original",1,0.1,"1101"
"0101",74,"original",1,0.1,"1101"
"0110",67,"original",1,0.1,"1101"
"0111",80,"original",1,0.1,"1101"
"1000",54,"original",1,0.1,"1101"
"1001",65,"original",1,0.1,"1101"
"1010",93,"original",1,0.1,"1101"
"1011",60,"original",1,0.1,"1101"
"1100",64,"original",1,0.1,"1101"
"1101",57,"original",1,0.1,"1101"
"1110",58,"original",1,0.1,"1101"
"1111",0,"original",1,0.1,"1101"
"0000",67,"synthetic",10,0.1,"1101"
"0001",59,"synthetic",10,0.1,"1101"
"0010",79,"synthetic",10,0.1,"1101"
"0011",34,"synthetic",10,0.1,"1101"
"0100",105,"synthetic",10,0.1,"1101"
"0101",80,"synthetic",10,0.1,"1101"
"0110",59,"synthetic",10,0.1,"1101"
"0111",72,"synthetic",10,0.1,"1101"
"1000",48,"synthetic",10,0.1,"1101"
"1001",54,"synthetic",10,0.1,"1101"
"1010",71,"synthetic",10,0.1,"1101"
"1011",53,"synthetic",10,0.1,"1101"
"1100",66,"synthetic",10,0.1,"1101"
"1101",62,"synthetic",10,0.1,"1101"
"1110",69,"synthetic",10,0.1,"1101"
"1111",19,"synthetic",10,0.1,"1101"
"0000",70,"original",1,0.1,"0011"
"0001",61,"original",1,0.1,"0011"
"0010",67,"original",1,0.1,"0011"
"0011",54,"original",1,0.1,"0011"
"0100",77,"original",1,0.1,"0011"
"0101",74,"original",1,0.1,"0011"
"0110",67,"original",1,0.1,"0011"
"0111",80,"original",1,0.1,"0011"
"1000",54,"original",1,0.1,"0011"
"1001",65,"original",1,0.1,"0011"
"1010",93,"original",1,0.1,"0011"
"1011",60,"original",1,0.1,"0011"
"1100",64,"original",1,0.1,"0011"
"1101",56,"original",1,0.1,"0011"
"1110",58,"original",1,0.1,"0011"
"1111",0,"original",1,0.1,"0011"
"0000",48,"synthetic",10,0.1,"0011"
"0001",59,"synthetic",10,0.1,"0011"
"0010",48,"synthetic",10,0.1,"0011"
"0011",43,"synthetic",10,0.1,"0011"
"0100",81,"synthetic",10,0.1,"0011"
