"term","estimate","std.error","statistic","p.value","dep_var","data","epochs","discriminator","batch","frequency","copies"
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,10,1000,"False",10
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,10,1000,"False",10
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,10,1000,"False",10
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,10,1000,"False",10
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,10,1000,"False",10
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,10,1000,"False",10
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,10,1000,"False",10
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,10,1000,"False",10
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,10,1000,"False",10
"(Intercept)",3.98322568777333,0.224698484596485,17.7269806466494,0.000000000000000000000000000000000000000000000000000000000000000836617090158942,"age","sds",300,1,500,"True",5
"income",0.000273648376137387,0.0178533788429494,0.0153275398760418,0.987923606384458,"age","sds",300,1,500,"True",5
"wealth",-0.00688837154427581,0.0138408565214697,-0.497683906598604,0.618745212942134,"age","sds",300,1,500,"True",5
"(Intercept)",9.8748538120576,1.0087833313741,9.78887488020519,0.0000000550571809826229,"income","sds",300,1,500,"True",5
"age",0.0168475889983447,0.163039605888101,0.103334333437408,0.91883792714923,"income","sds",300,1,500,"True",5
"wealth",-0.0119626568209674,0.0484088237009752,-0.247117279586498,0.80594769182519,"income","sds",300,1,500,"True",5
"(Intercept)",13.1002974985024,0.717117225678045,18.2680000276326,0.00000000000000000000000000143501720695852,"wealth","sds",300,1,500,"True",5
"age",-0.0748262238498612,0.126681297267329,-0.590665121560596,0.554935653942667,"wealth","sds",300,1,500,"True",5
"income",0.00185737044639303,0.0470694296272301,0.0394602284561893,0.968654726796695,"wealth","sds",300,1,500,"True",5
"(Intercept)",3.9319449460371,0.252885129446224,15.5483438454741,0.00000000000000000000000000000000000000000000000000146871200835871,"age","sds",300,1,500,"True",10
"income",-0.00544452743834477,0.0157917080752559,-0.344771282017037,0.730435139899313,"age","sds",300,1,500,"True",10
"wealth",-0.00313178394214601,0.0158335628341568,-0.197794013574128,0.843251023774176,"age","sds",300,1,500,"True",10
"(Intercept)",10.2415641910234,0.747238661004938,13.7058810330422,0.0000000000000000000000000000000237965223755933,"income","sds",300,1,500,"True",10
"age",-0.0263874469731675,0.118566294957031,-0.222554369120925,0.824008529248899,"income","sds",300,1,500,"True",10
"wealth",-0.032819858209072,0.0418518638301412,-0.78419107789975,0.43300316618475,"income","sds",300,1,500,"True",10
"(Intercept)",13.1434388071627,0.625705011742655,21.0058071463369,0.000000000000000000000000000000000000000000000000000000000000000000000000145730974569869,"wealth","sds",300,1,500,"True",10
"age",-0.00762911301331427,0.117534566382444,-0.0649095261770908,0.948267164986817,"wealth","sds",300,1,500,"True",10
"income",-0.0306015147109662,0.0407985469029806,-0.750063838884676,0.453268760150995,"wealth","sds",300,1,500,"True",10
"(Intercept)",3.70819005950156,0.257868495402791,14.3801593665382,0.00000000000000000000000000000238561447158194,"age","sds",300,1,500,"False",5
"income",0.0112484978010985,0.015802499937586,0.711817614018411,0.478553275642027,"age","sds",300,1,500,"False",5
"wealth",0.00830512005996345,0.0153013457120834,0.54277056516702,0.58767642610361,"age","sds",300,1,500,"False",5
"(Intercept)",10.0417345047,0.677322603204646,14.8256302937316,0.00000000000000000000000000000000717296877945361,"income","sds",300,1,500,"False",5
"age",0.0922187989493477,0.106376746840082,0.86690749330755,0.386992561105447,"income","sds",300,1,500,"False",5
"wealth",-0.0550883707584063,0.0479198496275169,-1.14959398217254,0.259704053925284,"income","sds",300,1,500,"False",5
"(Intercept)",13.2325370892058,0.617673384970321,21.4231945413055,0.000000000000000000000291755866386167,"wealth","sds",300,1,500,"False",5
"age",0.0519484976706749,0.103109039109803,0.503820985232477,0.614987070093491,"wealth","sds",300,1,500,"False",5
"income",-0.0461815305464947,0.0417702576548902,-1.10560798853698,0.274191399853139,"wealth","sds",300,1,500,"False",5
"(Intercept)",3.86009277290251,0.249371676696855,15.4792750485251,0.000000000000000000000000000000000000000000381508485379528,"age","sds",300,1,500,"False",10
"income",0.000719937745693979,0.0151255915368901,0.0475973282722933,0.962088904385021,"age","sds",300,1,500,"False",10
"wealth",-0.00234562506084806,0.0148412871557795,-0.158047279607727,0.874446206063142,"age","sds",300,1,500,"False",10
"(Intercept)",10.2711759720887,0.713039114122461,14.4047861732375,0.000000000000000000000000000000000000369637756179393,"income","sds",300,1,500,"False",10
"age",-0.0227606495528351,0.118198510549297,-0.192562913416259,0.847530924758393,"income","sds",300,1,500,"False",10
"wealth",-0.0451767798379862,0.0421958011390052,-1.07064633490808,0.28489914114134,"income","sds",300,1,500,"False",10
"(Intercept)",13.4353051282857,0.541408106999978,24.8154856836791,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133504309771799,"wealth","sds",300,1,500,"False",10
"age",-0.00474796652620114,0.104194218623542,-0.0455684258582115,0.96366828628934,"wealth","sds",300,1,500,"False",10
"income",-0.0319012541509265,0.0371053313930563,-0.859748530824234,0.390383077077789,"wealth","sds",300,1,500,"False",10
"(Intercept)",4.09969718521191,0.290394782420471,14.1176681999604,0.000000000000335074847080984,"age","sds",300,1,1000,"True",5
"income",0.0090280857599663,0.0144551530924745,0.624558294347391,0.538262630473543,"age","sds",300,1,1000,"True",5
"wealth",-0.0161152957551439,0.0171890969989977,-0.937530095739382,0.351528879032624,"age","sds",300,1,1000,"True",5
"(Intercept)",9.21890569981762,1.11981209193298,8.23254701947743,0.0000000000014650122122575,"income","sds",300,1,1000,"True",5
"age",0.142574149086455,0.197060216393564,0.723505493375232,0.474984542849825,"income","sds",300,1,1000,"True",5
"wealth",-0.0490359930832795,0.0598594949990463,-0.819184877588105,0.413239312445386,"income","sds",300,1,1000,"True",5
"(Intercept)",13.6668645844152,0.599425984521615,22.7999201524811,0.0000000000000000000000000000000000561484979425657,"wealth","sds",300,1,1000,"True",5
"age",-0.109658592454464,0.122076522223115,-0.898277493964363,0.370376666300277,"wealth","sds",300,1,1000,"True",5
"income",-0.0228659898921837,0.0309986852016968,-0.737643862744606,0.460999415195695,"wealth","sds",300,1,1000,"True",5
"(Intercept)",3.96111924637369,0.317888110224532,12.4607341985073,0.000000000000000000000265827197623722,"age","sds",300,1,1000,"True",10
"income",0.00254056706241967,0.0172408631613353,0.147357301003188,0.883122089733073,"age","sds",300,1,1000,"True",10
"wealth",-0.0176605964444313,0.0186478230545406,-0.947059417754986,0.343694872716388,"age","sds",300,1,1000,"True",10
"(Intercept)",9.20234367588749,0.947660984517743,9.71058619720479,0.000000000000000072228580068209,"income","sds",300,1,1000,"True",10
"age",0.00666911553322407,0.138854567745527,0.0480295005162975,0.961780227911047,"income","sds",300,1,1000,"True",10
"wealth",0.0208518144112824,0.055171735758885,0.377943780895535,0.705624163882612,"income","sds",300,1,1000,"True",10
"(Intercept)",12.980837398498,0.508265406832362,25.5394863077499,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000567126343120454,"wealth","sds",300,1,1000,"True",10
"age",-0.101954366364437,0.0984930917578182,-1.03514230840808,0.300780156109135,"wealth","sds",300,1,1000,"True",10
"income",0.0177811327687486,0.035412065127361,0.502120751918816,0.615737166838496,"wealth","sds",300,1,1000,"True",10
"(Intercept)",4.14946478871276,0.276172095450919,15.0249241580245,0.00000000000000000000000164805058864759,"age","sds",300,1,1000,"False",5
"income",0.0126255036486478,0.0148833865500774,0.84829508433228,0.396560974882445,"age","sds",300,1,1000,"False",5
"wealth",-0.0269716154640153,0.0161472272046309,-1.67035585256892,0.0959918281132045,"age","sds",300,1,1000,"False",5
"(Intercept)",9.31273871694783,0.805427865968394,11.5624739476214,0.00000000000000000000000282411024462393,"income","sds",300,1,1000,"False",5
"age",0.104957360086208,0.119308342350217,0.87971518184468,0.379561432725106,"income","sds",300,1,1000,"False",5
"wealth",-0.00860445386179571,0.0456102311001654,-0.188651836534205,0.850440960557632,"income","sds",300,1,1000,"False",5
"(Intercept)",13.7783105517947,0.563052740849975,24.4707281435043,0.00000000000000000000000000000000000000000000000000000000000000000000189750703605742,"wealth","sds",300,1,1000,"False",5
"age",-0.182320494252813,0.108471767192482,-1.68081058299058,0.0942881821581535,"wealth","sds",300,1,1000,"False",5
"income",-0.0039088846394181,0.0383845219182911,-0.101834917932257,0.918924098265001,"wealth","sds",300,1,1000,"False",5
"(Intercept)",4.15349756423875,0.278581513954722,14.9094514753546,0.0000000000000000000000000000000000000572411121217031,"age","sds",300,1,1000,"False",10
"income",0.0123031267547457,0.0162086652204748,0.759046262440193,0.448983518524844,"age","sds",300,1,1000,"False",10
"wealth",-0.0209412658726674,0.0177968565783127,-1.17668340925928,0.239979721752372,"age","sds",300,1,1000,"False",10
"(Intercept)",9.11525860190959,1.03084175860963,8.84253914413016,0.000000000000119375815556584,"income","sds",300,1,1000,"False",10
"age",0.146245643703291,0.155344056698207,0.941430569097393,0.348997404810985,"income","sds",300,1,1000,"False",10
"wealth",-0.0115627086366363,0.0600164631897819,-0.19265894759698,0.847625889149604,"income","sds",300,1,1000,"False",10
"(Intercept)",13.4649748847748,0.608836117473595,22.11592659885,0.0000000000000000000000000000000000000000000000000000000000000000000000000000417129817872782,"wealth","sds",300,1,1000,"False",10
"age",-0.126141060142628,0.114517974746922,-1.10149572956903,0.270749535680587,"wealth","sds",300,1,1000,"False",10
"income",-0.0121170247022707,0.0459387488768084,-0.26376479548375,0.792711432298309,"wealth","sds",300,1,1000,"False",10
"(Intercept)",3.78646312012962,0.253157456166727,14.9569488391284,0.0000000000000000000000000000000000000000000459655284139133,"age","sds",300,5,500,"True",5
"income",0.0171173000323595,0.019426677380761,0.8811234004077,0.378897860352584,"age","sds",300,5,500,"True",5
"wealth",-0.00554187562868001,0.0135372351001753,-0.409380171628121,0.682861378862242,"age","sds",300,5,500,"True",5
"(Intercept)",9.7186534209781,0.517824688546354,18.768231094312,0.0000000000000000000000000000000000000000667446313504348,"income","sds",300,5,500,"True",5
"age",0.0983249973142142,0.0913700933435596,1.07611794752692,0.284123970840439,"income","sds",300,5,500,"True",5
"wealth",-0.00922762333507918,0.0316182565735049,-0.291844786369772,0.771489749117525,"income","sds",300,5,500,"True",5
"(Intercept)",12.93760687906,0.736934473751163,17.5559799953511,0.000000000000000000000000000000000000000000000000000000000000000559148470409318,"wealth","sds",300,5,500,"True",5
"age",-0.0340497790252308,0.129165602450963,-0.263613364387455,0.79251202239029,"wealth","sds",300,5,500,"True",5
"income",-0.0297200530981289,0.0644923944091804,-0.460830356360568,0.646200338933783,"wealth","sds",300,5,500,"True",5
"(Intercept)",3.85524158849257,0.231866763494525,16.6269694301555,0.00000000000000000000000000000000000000000000000000011096556015728,"age","sds",300,5,500,"True",10
"income",0.0156246117941993,0.0164700785363719,0.948666502087069,0.343091431665135,"age","sds",300,5,500,"True",10
"wealth",-0.00740001980334645,0.0125181516528444,-0.591143166224943,0.554497814887926,"age","sds",300,5,500,"True",10
"(Intercept)",9.69917562803708,0.547099981075875,17.7283421011341,0.00000000000000000000000000000000000000000000000000000000000275299216941022,"income","sds",300,5,500,"True",10
"age",0.0869783024399053,0.094157234748651,0.923755913946395,0.355864610466583,"income","sds",300,5,500,"True",10
"wealth",-0.00676399738790477,0.0309538405514434,-0.218518841843338,0.827067877625205,"income","sds",300,5,500,"True",10
"(Intercept)",12.8833817537593,0.673364991216062,19.1328357158762,0.000000000000000000000000000000000000000000000000000000000000000000627046794347198,"wealth","sds",300,5,500,"True",10
"age",-0.0658611027371442,0.115949705741902,-0.568014401724724,0.57012236955796,"wealth","sds",300,5,500,"True",10
"income",-0.000891329726589607,0.0490179389445191,-0.0181837454977137,0.985494110152122,"wealth","sds",300,5,500,"True",10
"(Intercept)",3.6150681027025,0.244304663902357,14.7973765418877,0.000000000000000000000000266155247149882,"age","sds",300,5,500,"False",5
"income",0.0151928616968397,0.0161489739348327,0.940794242293583,0.349420730266789,"age","sds",300,5,500,"False",5
"wealth",0.00339866017150309,0.0153995068948928,0.220699285678442,0.826143972322693,"age","sds",300,5,500,"False",5
"(Intercept)",9.3454737405797,0.578949369174275,16.1421261308371,0.00000000000000000000000000000000171687504662061,"income","sds",300,5,500,"False",5
"age",0.09042727428525,0.0990526418022557,0.912921378369443,0.363840001839138,"income","sds",300,5,500,"False",5
"wealth",0.00172263454825769,0.0398222800966968,0.0432580591587116,0.965717431378951,"income","sds",300,5,500,"False",5
"(Intercept)",12.3879823121907,0.568735276802188,21.7816316614723,0.0000000000000000000000000000000000000000000000000000238078006725297,"wealth","sds",300,5,500,"False",5
"age",0.0278604120560152,0.10968661585769,0.254000106012587,0.800093416778614,"wealth","sds",300,5,500,"False",5
"income",-0.00395339072756488,0.045556902452362,-0.0867791819625767,0.931119076018663,"wealth","sds",300,5,500,"False",5
"(Intercept)",3.74609550305976,0.223012795185078,16.7976707343221,0.000000000000000000000000000000000000000000000000000000000494348107031949,"age","sds",300,5,500,"False",10
