"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","eduspec","random_1","random_2"
"MALE",63,"RURAL AREAS","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",0,797,"MARRIED",10,1970,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,71,"no specialisation","XC","MG"
"FEMALE",22,"RURAL AREAS","Lodzkie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",10,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",169,60,"no specialisation","OQ","NY"
"FEMALE",90,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","RETIRED",24,1400,"WIDOWED",NA,1937,8,1972,"MOSTLY SATISFIED",21,"MOST PEOPLE CAN BE TRUSTED","NO","NO","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,64,"no specialisation","IV","RE"
"MALE",19,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",178,70,"no specialisation","IV","CD"
"MALE",49,"RURAL AREAS","Slaskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,1600,"MARRIED",6,1993,NA,NA,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"YES",20,"YES","YES","NO",NA,"NO",NA,NA,"NONE",168,68,"no specialisation","MY","WS"
"FEMALE",62,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,790,"MARRIED",5,1970,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,67,"no specialisation","SO","ST"
"MALE",27,"RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,800,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"YES",30,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,56,"no specialisation","MQ","NK"
"FEMALE",82,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,825,"WIDOWED",6,1954,8,1995,"MIXED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,65,"no specialisation","OQ","QC"
"MALE",66,"URBAN BELOW 20,000","Warminsko-mazurskie","PRIMARY/NO EDUCATION","RETIRED",NA,1600,"MARRIED",8,1968,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,80,"no specialisation","XC","RE"
"FEMALE",67,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","RETIRED",0,1600,"MARRIED",4,1968,NA,NA,"PLEASED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,62,"no specialisation","DK","CD"
"FEMALE",65,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",0,700,"MARRIED",5,1966,NA,NA,"MIXED",14,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,67,"no specialisation","YP","CA"
"FEMALE",89,"URBAN 100,000-200,000","Pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1060,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,70,"no specialisation","XC","BT"
"FEMALE",64,"URBAN 200,000-500,000","Podkarpackie","SECONDARY","RETIRED",0,700,"WIDOWED",10,1969,10,2003,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,66,"no specialisation","SO","KO"
"MALE",19,"RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",195,100,"no specialisation","SO","GI"
"FEMALE",59,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1000,"WIDOWED",6,1970,6,2000,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"no specialisation","XC","TT"
"FEMALE",17,"URBAN 100,000-200,000","Lubelskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,57,"no specialisation","IV","ST"
"FEMALE",86,"URBAN 500,000 AND OVER","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,2700,"WIDOWED",3,1950,4,1960,"MOSTLY SATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",153,55,"no specialisation","NT","GI"
"FEMALE",23,"RURAL AREAS","Lubelskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,NA,"YES","YES","YES",30,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,60,"no specialisation","MQ","DC"
"FEMALE",21,"RURAL AREAS","Lodzkie","SECONDARY","PUPIL OR STUDENT",0,500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",174,56,"no specialisation","MY","XG"
"MALE",24,"URBAN 100,000-200,000","Wielkopolskie","SECONDARY","PUPIL OR STUDENT",0,800,"SINGLE",NA,NA,NA,NA,"PLEASED",0,NA,"YES","NO OPINION","YES",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",180,72,"no specialisation","NT","BT"
"FEMALE",63,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,440,"WIDOWED",6,1968,3,2005,"TERRIBLE",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,85,"no specialisation","UC","UJ"
"FEMALE",59,"URBAN 500,000 AND OVER","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,1300,"MARRIED",9,1971,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,60,"no specialisation","UC","XG"
"FEMALE",86,"RURAL AREAS","Lubuskie","PRIMARY/NO EDUCATION","RETIRED",24,950,"MARRIED",4,1950,NA,NA,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,52,"no specialisation","TJ","HW"
"MALE",57,"RURAL AREAS","Swietokrzyskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,920,"MARRIED",4,1984,NA,NA,"MIXED",6,"IT`S DIFFICULT TO TELL","YES","NO","YES",3,"YES",40,"NO","YES","NO",NA,"NO",NA,NA,"NONE",170,74,"no specialisation","TJ","UB"
"FEMALE",90,"URBAN 100,000-200,000","Podlaskie","PRIMARY/NO EDUCATION","RETIRED",NA,800,"WIDOWED",2,1947,12,1978,"PLEASED",12,"IT`S DIFFICULT TO TELL","YES","NO OPINION","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,50,"no specialisation","NT","CL"
"FEMALE",19,"RURAL AREAS","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",175,60,"no specialisation","LV","NK"
"MALE",64,"URBAN 100,000-200,000","Malopolskie","PRIMARY/NO EDUCATION","UNEMPLOYED",0,NA,"MARRIED",4,1971,NA,NA,"MIXED",12,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",0,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,60,"no specialisation","WR","BR"
"FEMALE",25,"RURAL AREAS","Zachodnio-pomorskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"YES","NO",NA,NA,"NO",NA,NA,"ACTIVE",174,66,"no specialisation","YP","WS"
"MALE",29,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"MIXED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,80,"no specialisation","MQ","HW"
"FEMALE",67,"URBAN BELOW 20,000","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","RETIRED",0,1245,"WIDOWED",2,1963,3,2009,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,75,"no specialisation","OM","HF"
"FEMALE",24,"URBAN BELOW 20,000","Wielkopolskie","SECONDARY","PUPIL OR STUDENT",0,NA,"MARRIED",8,2010,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",169,66,"no specialisation","LP","ST"
"MALE",17,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",178,65,"no specialisation","IV","HW"
"MALE",65,"URBAN 100,000-200,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","RETIRED",0,2500,"MARRIED",11,1969,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",13,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",181,96,"no specialisation","DK","CD"
"FEMALE",55,"RURAL AREAS","Dolnoslaskie","PRIMARY/NO EDUCATION","UNEMPLOYED",24,310,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",6,"IT`S DIFFICULT TO TELL","YES","YES","YES",10,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,76,"no specialisation","LW","BT"
"MALE",58,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,1750,"DIVORCED",7,1978,9,2000,"MIXED",5,"IT`S DIFFICULT TO TELL","NO","NO","YES",1,"YES",20,"YES","YES","NO",NA,"NO",NA,NA,"NONE",172,80,"no specialisation","UC","HW"
"FEMALE",77,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",24,1450,"WIDOWED",7,1955,11,2004,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,60,"no specialisation","TJ","NK"
"FEMALE",40,"URBAN 200,000-500,000","Opolskie","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR",NA,1000,"MARRIED",8,2010,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",20,"NO","NO","YES","6","NO",NA,NA,"PASSIVE",164,64,"no specialisation","NS","ST"
"FEMALE",78,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",24,800,"MARRIED",5,1957,NA,NA,"PLEASED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,55,"no specialisation","WR","MG"
"MALE",39,"URBAN 100,000-200,000","Mazowieckie","SECONDARY","UNEMPLOYED",18,NA,"DIVORCED",6,1993,6,2006,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",15,"YES","NO","NO",NA,"NO",NA,NA,"NONE",178,75,"no specialisation","XC","RE"
"FEMALE",79,"RURAL AREAS","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","RETIRED",NA,900,"WIDOWED",1,1954,12,2004,"MOSTLY SATISFIED",12,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",NA,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,65,"no specialisation","MQ","GI"
"FEMALE",62,"URBAN BELOW 20,000","Podlaskie","SECONDARY","RETIRED",NA,1660,"MARRIED",7,1972,NA,NA,"TERRIBLE",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,80,"no specialisation","WR","TT"
"FEMALE",19,"RURAL AREAS","Dolnoslaskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",156,39,"no specialisation","AA","XU"
"FEMALE",20,"RURAL AREAS","Lodzkie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",160,45,"no specialisation","OQ","RE"
"FEMALE",69,"RURAL AREAS","Slaskie","PRIMARY/NO EDUCATION","RETIRED",24,700,"MARRIED",10,1960,NA,NA,"PLEASED",10,"IT`S DIFFICULT TO TELL","YES","NO","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,92,"no specialisation","IV","UJ"
"FEMALE",25,"URBAN 20,000-100,000","Lubelskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",172,56,"no specialisation","SB","RE"
"FEMALE",62,"URBAN 100,000-200,000","Zachodnio-pomorskie","SECONDARY","RETIRED",0,1400,"MARRIED",4,1969,NA,NA,"PLEASED",2,"IT`S DIFFICULT TO TELL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,60,"no specialisation","YP","UB"
"MALE",50,"RURAL AREAS","Podlaskie","PRIMARY/NO EDUCATION","FARMER",NA,1000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,80,"no specialisation","LV","XG"
"FEMALE",53,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,896,"WIDOWED",10,1978,5,2010,"MIXED",6,"IT`S DIFFICULT TO TELL","YES","NO","NO",12,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,62,"no specialisation","SB","MG"
"FEMALE",61,"RURAL AREAS","Opolskie","PRIMARY/NO EDUCATION","RETIRED",24,900,"WIDOWED",4,1973,2,1977,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,78,"no specialisation","UC","KO"
"FEMALE",18,"RURAL AREAS","Kujawsko-pomorskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",164,43,"no specialisation","NS","NK"
"FEMALE",72,"URBAN 200,000-500,000","Slaskie","SECONDARY","RETIRED",0,940,"MARRIED",9,1971,NA,NA,"PLEASED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",152,60,"no specialisation","TI","NK"
"FEMALE",72,"URBAN 500,000 AND OVER","Malopolskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1200,"WIDOWED",6,1955,5,2004,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,57,"no specialisation","NT","NK"
"FEMALE",18,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",174,70,"no specialisation","SB","CA"
"FEMALE",63,"RURAL AREAS","Wielkopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,775,"MARRIED",8,1974,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,86,"no specialisation","DK","BD"
"FEMALE",24,"RURAL AREAS","Warminsko-mazurskie","SECONDARY","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",176,62,"no specialisation","HL","KO"
"MALE",18,"URBAN 100,000-200,000","Warminsko-mazurskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",6,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","IT DEPENDS","BELGIUM","ACTIVE",178,135,"no specialisation","SB","TT"
"FEMALE",57,"URBAN 100,000-200,000","Wielkopolskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1000,"MARRIED",7,1973,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",20,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,65,"no specialisation","MQ","MG"
"FEMALE",56,"URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,2100,"MARRIED",9,1975,NA,NA,"PLEASED",2,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,66,"no specialisation","AA","XG"
"FEMALE",41,"RURAL AREAS","Slaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",4,1991,NA,NA,"DELIGHTED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,50,"no specialisation","MY","CA"
"FEMALE",60,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","FARMER",0,600,"MARRIED",6,1971,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",166,92,"no specialisation","IV","KO"
"MALE",58,"URBAN BELOW 20,000","Mazowieckie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",0,1200,"MARRIED",10,1976,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,75,"no specialisation","SO","QC"
"FEMALE",73,"RURAL AREAS","Malopolskie","PRIMARY/NO EDUCATION","RETIRED",NA,720,"MARRIED",11,1962,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,60,"no specialisation","OJ","NY"
"FEMALE",62,"RURAL AREAS","Wielkopolskie","SECONDARY","RETIRED",0,1125,"DIVORCED",9,1969,5,1976,"MOSTLY DISSATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,65,"no specialisation","DU","XU"
"MALE",19,"URBAN BELOW 20,000","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",188,82,"no specialisation","FR","HF"
"FEMALE",71,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","RETIRED",0,725,"WIDOWED",1,1957,9,1992,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,68,"no specialisation","NS","ST"
"FEMALE",48,"URBAN 100,000-200,000","Kujawsko-pomorskie","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR",NA,2800,"DE FACTO SEPARATED",9,1984,NA,NA,"MOSTLY DISSATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,60,"no specialisation","LF","CA"
"FEMALE",85,"RURAL AREAS","Lubelskie","PRIMARY/NO EDUCATION","RETIRED",NA,850,"WIDOWED",10,1944,5,1996,"MOSTLY SATISFIED",12,"IT`S DIFFICULT TO TELL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,65,"no specialisation","FR","ST"
"MALE",19,"URBAN 20,000-100,000","Mazowieckie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",179,62,"no specialisation","IV","KO"
"FEMALE",54,"RURAL AREAS","Warminsko-mazurskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",5,1978,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",165,72,"no specialisation","NT","BR"
"FEMALE",20,"RURAL AREAS","Podkarpackie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,60,"no specialisation","YP","XG"
"FEMALE",68,"URBAN BELOW 20,000","Lodzkie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,1300,"WIDOWED",2,1963,4,1997,"MIXED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,70,"no specialisation","OM","UJ"
"MALE",17,"URBAN 200,000-500,000","Dolnoslaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","NO",20,"YES",15,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",180,70,"no specialisation","SO","MG"
"FEMALE",61,"RURAL AREAS","Mazowieckie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",24,NA,"WIDOWED",11,1968,3,2009,"MIXED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,78,"no specialisation","OM","WS"
"FEMALE",22,"URBAN 100,000-200,000","Slaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1100,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,NA,NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,80,"no specialisation","NS","YH"
"FEMALE",82,"URBAN 500,000 AND OVER","Lodzkie","PRIMARY/NO EDUCATION","RETIRED",24,1200,"WIDOWED",11,1948,1,1997,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"no specialisation","LF","XG"
"FEMALE",72,"URBAN 100,000-200,000","Podlaskie","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",9,1960,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,70,"no specialisation","UC","UJ"
"FEMALE",20,"RURAL AREAS","Wielkopolskie","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","NO",2,"YES",15,"NO","NO",NA,NA,"YES, TO EU COUNTRY","MORE THAN 2 YEARS","NETHERLANDS","ACTIVE",170,50,"no specialisation","OJ","QC"
"FEMALE",54,"RURAL AREAS","Zachodnio-pomorskie","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED",NA,700,"MARRIED",4,1984,NA,NA,"MIXED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,60,"no specialisation","SB","RE"
